run	target	task	rms	r	p	q
734672.4389	sol	vergtr	5.888	0.172	0.000	0.75
734672.4502	CSM	fix	1.013	0.000	1.000	0.88
734672.4502	CSM	sacc	4.388	0.657	0.000	0.94
734672.4502	CSM	spem	4.032	0.818	0.000	0.97
734672.4502	CSM	vergst	6.225	0.072	0.045	0.92
734672.4502	CSM	vergtr	6.222	0.016	0.240	0.93
734672.462 	CSM	fix	1.850	0.000	1.000	0.45
734672.462 	CSM	sacc	4.485	0.562	0.000	0.81
734672.462 	CSM	spem	5.688	0.579	0.000	0.74
734672.462 	CSM	vergst	1.956	0.153	0.001	0.69
734672.462 	CSM	vergtr	1.862	0.079	0.000	0.63
734672.4763	CSM	fix	1.430	0.000	1.000	0.79
734672.4763	CSM	sacc	4.264	0.635	0.000	0.86
734672.4763	CSM	spem	5.050	0.675	0.000	0.86
734672.4763	CSM	vergst	5.789	0.065	0.000	0.77
734672.4763	CSM	vergtr	4.555	0.127	0.000	0.87
734672.4854	CSM	fix	1.130	0.000	1.000	0.75
734672.4854	CSM	sacc	4.414	0.570	0.000	0.85
734672.4854	CSM	spem	4.200	0.782	0.000	0.91
734672.4854	CSM	vergst	1.125	0.119	0.197	0.85
734672.4854	CSM	vergtr	1.206	0.101	0.179	0.85
734672.5095	CSM	fix	1.388	0.000	1.000	0.80
734672.5095	CSM	sacc	4.142	0.660	0.000	0.94
734672.5095	CSM	spem	3.965	0.825	0.000	0.94
734672.5095	CSM	vergst	6.864	0.035	0.078	0.92
734672.5095	CSM	vergtr	4.618	0.183	0.000	0.93
734686.416 	sol	fix	0.567	0.000	1.000	1.00
734686.416 	sol	sacc	4.457	0.633	0.000	0.85
734686.416 	sol	spem	4.492	0.731	0.000	0.83
734686.416 	sol	vergst	6.370	0.047	0.022	0.99
734686.416 	sol	vergtr	6.373	0.034	0.256	0.98
734686.4284	sol	fix	0.818	0.000	1.000	0.97
734686.4284	sol	sacc	4.433	0.643	0.000	0.94
734686.4284	sol	spem	3.870	0.813	0.000	0.90
734686.4284	sol	vergst	0.885	0.138	0.000	0.96
734686.4284	sol	vergtr	0.931	0.078	0.017	0.97
734686.4845	sol	fix	NaN	NaN	NaN	0.50
734686.4845	sol	sacc	NaN	NaN	NaN	0.50
734686.4845	sol	spem	NaN	NaN	NaN	0.59
734686.4845	sol	vergst	NaN	NaN	NaN	0.73
734686.4845	sol	vergtr	NaN	NaN	NaN	0.49
734686.5005	sol	fix	0.696	0.000	1.000	0.98
734686.5005	sol	sacc	4.384	0.668	0.000	0.98
734686.5005	sol	spem	4.299	0.822	0.000	0.97
734686.5005	sol	vergst	0.771	0.182	0.000	0.99
734686.5005	sol	vergtr	0.794	0.072	0.002	0.98
734700.3898	sol	fix	0.538	0.000	1.000	0.98
734700.3898	sol	sacc	4.065	0.707	0.000	1.00
734700.3898	sol	spem	4.464	0.788	0.000	0.97
734700.3898	sol	vergst	0.638	0.102	0.006	0.98
734700.3898	sol	vergtr	0.692	0.080	0.001	0.99
734700.4008	sol	fix	0.575	0.000	1.000	0.98
734700.4008	sol	sacc	4.354	0.671	0.000	0.97
734700.4008	sol	spem	4.283	0.808	0.000	0.99
734700.4008	sol	vergst	0.620	0.217	0.005	0.98
734700.4008	sol	vergtr	0.750	0.081	0.013	0.99
734700.4164	sol	fix	0.302	0.000	1.000	0.97
734700.4164	sol	sacc	4.104	0.712	0.000	0.99
734700.4164	sol	spem	4.190	0.812	0.000	0.97
734700.4164	sol	vergst	6.698	0.057	0.208	0.97
734700.4164	sol	vergtr	5.493	0.187	0.089	0.97
734700.429 	sol	fix	0.370	0.000	1.000	0.99
734700.429 	sol	sacc	4.182	0.693	0.000	1.00
734700.429 	sol	spem	4.473	0.793	0.000	0.99
734700.429 	sol	vergst	0.542	0.233	0.000	0.98
734700.429 	sol	vergtr	0.598	0.096	0.012	0.98
734700.437 	sol	fix	0.314	0.000	1.000	0.98
734700.437 	sol	sacc	4.116	0.696	0.000	0.99
734700.437 	sol	spem	4.098	0.828	0.000	0.99
734700.437 	sol	vergst	6.913	0.031	0.080	0.99
734700.437 	sol	vergtr	5.211	0.192	0.000	0.99
734700.469 	sol	fix	NaN	NaN	NaN	0.25
734700.469 	sol	sacc	NaN	NaN	NaN	0.21
734700.469 	sol	spem	NaN	NaN	NaN	0.22
734700.469 	sol	vergst	NaN	NaN	NaN	0.04
734700.469 	sol	vergtr	NaN	NaN	NaN	0.24
734700.4747	sol	fix	NaN	NaN	NaN	0.00
734700.4747	sol	sacc	NaN	NaN	NaN	0.00
734700.4747	sol	spem	NaN	NaN	NaN	0.00
734700.4747	sol	vergst	NaN	NaN	NaN	0.00
734700.4747	sol	vergtr	NaN	NaN	NaN	0.00
734700.4943	sol	fix	NaN	NaN	NaN	0.00
734700.4943	sol	sacc	NaN	NaN	NaN	0.00
734700.4943	sol	spem	NaN	NaN	NaN	0.00
734700.4943	sol	vergst	NaN	NaN	NaN	0.00
734700.4943	sol	vergtr	NaN	NaN	NaN	0.00
734700.5033	sol	fix	NaN	NaN	NaN	0.00
734700.5033	sol	sacc	NaN	NaN	NaN	0.00
734700.5033	sol	spem	NaN	NaN	NaN	0.00
734700.5033	sol	vergst	NaN	NaN	NaN	0.00
734700.5033	sol	vergtr	NaN	NaN	NaN	0.00
734700.5145	sol	fix	NaN	NaN	NaN	0.00
734700.5145	sol	sacc	NaN	NaN	NaN	0.00
734700.5145	sol	spem	NaN	NaN	NaN	0.00
734700.5145	sol	vergst	NaN	NaN	NaN	0.00
734700.5145	sol	vergtr	NaN	NaN	NaN	0.00
734700.5285	CSM	fix	0.759	0.000	1.000	0.99
734700.5285	CSM	sacc	4.742	0.636	0.000	1.00
734700.5285	CSM	spem	4.818	0.763	0.000	1.00
734700.5285	CSM	vergst	6.882	0.071	0.000	0.99
734700.5285	CSM	vergtr	6.881	0.013	0.311	0.98
734700.538 	CSM	fix	1.042	0.000	1.000	0.95
734700.538 	CSM	sacc	4.881	0.555	0.000	0.98
734700.538 	CSM	spem	6.022	0.569	0.000	0.97
734700.538 	CSM	vergst	1.090	0.113	0.229	0.97
734700.538 	CSM	vergtr	1.169	0.087	0.316	0.98
734700.5553	CSM	fix	0.766	0.000	1.000	0.97
734700.5553	CSM	sacc	4.459	0.633	0.000	0.99
734700.5553	CSM	spem	5.658	0.635	0.000	0.99
734700.5553	CSM	vergst	5.444	0.048	0.282	0.95
734700.5553	CSM	vergtr	4.853	0.120	0.127	0.96
734700.5628	CSM	fix	1.085	0.000	1.000	0.96
734700.5628	CSM	sacc	4.947	0.586	0.000	0.96
734700.5628	CSM	spem	4.584	0.769	0.000	0.99
734700.5628	CSM	vergst	1.162	0.090	0.066	0.97
734700.5628	CSM	vergtr	1.239	0.152	0.230	0.98
734700.574 	CSM	fix	0.890	0.000	1.000	0.98
734700.574 	CSM	sacc	4.675	0.608	0.000	0.99
734700.574 	CSM	spem	5.215	0.719	0.000	0.99
734700.574 	CSM	vergst	6.760	0.059	0.024	0.96
734700.574 	CSM	vergtr	5.203	0.090	0.040	0.96
734700.5835	CSM	fix	NaN	NaN	NaN	0.25
734700.5835	CSM	sacc	NaN	NaN	NaN	0.25
734700.5835	CSM	spem	NaN	NaN	NaN	0.24
734700.5835	CSM	vergst	NaN	NaN	NaN	0.04
734700.5835	CSM	vergtr	NaN	NaN	NaN	0.17
734700.5921	CSM	fix	NaN	NaN	NaN	0.00
734700.5921	CSM	sacc	NaN	NaN	NaN	0.00
734700.5921	CSM	spem	NaN	NaN	NaN	0.00
734700.5921	CSM	vergst	NaN	NaN	NaN	0.00
734700.5921	CSM	vergtr	NaN	NaN	NaN	0.00
734700.5996	CSM	fix	NaN	NaN	NaN	0.00
734700.5996	CSM	sacc	NaN	NaN	NaN	0.00
734700.5996	CSM	spem	NaN	NaN	NaN	0.00
734700.5996	CSM	vergst	NaN	NaN	NaN	0.00
734700.5996	CSM	vergtr	NaN	NaN	NaN	0.00
734700.6186	CSM	fix	NaN	NaN	NaN	0.00
734700.6186	CSM	sacc	NaN	NaN	NaN	0.00
734700.6186	CSM	spem	NaN	NaN	NaN	0.00
734700.6186	CSM	vergst	NaN	NaN	NaN	0.00
734700.6186	CSM	vergtr	NaN	NaN	NaN	0.00
734700.6295	CSM	fix	NaN	NaN	NaN	0.00
734700.6295	CSM	sacc	NaN	NaN	NaN	0.00
734700.6295	CSM	spem	NaN	NaN	NaN	0.00
734700.6295	CSM	vergst	NaN	NaN	NaN	0.00
734700.6295	CSM	vergtr	NaN	NaN	NaN	0.00
734701.3844	sol	fix	3.147	0.000	1.000	0.73
734701.3844	sol	sacc	4.281	0.677	0.000	0.75
734701.3844	sol	spem	4.852	0.672	0.000	0.70
734701.3844	sol	vergst	8.226	0.095	0.000	0.49
734701.3844	sol	vergtr	8.350	0.063	0.160	0.65
734701.392 	sol	fix	NaN	NaN	NaN	0.73
734701.392 	sol	sacc	5.652	0.550	0.000	0.81
734701.392 	sol	spem	6.549	0.338	0.000	0.39
734701.392 	sol	vergst	NaN	NaN	NaN	0.93
734701.392 	sol	vergtr	NaN	NaN	NaN	0.72
734701.4083	sol	fix	NaN	NaN	NaN	0.49
734701.4083	sol	sacc	NaN	NaN	NaN	0.47
734701.4083	sol	spem	NaN	NaN	NaN	0.46
734701.4083	sol	vergst	NaN	NaN	NaN	0.74
734701.4083	sol	vergtr	NaN	NaN	NaN	0.43
734701.4164	sol	fix	NaN	NaN	NaN	0.49
734701.4164	sol	sacc	NaN	NaN	NaN	0.49
734701.4164	sol	spem	5.623	0.521	0.000	0.53
734701.4164	sol	vergst	NaN	NaN	NaN	0.64
734701.4164	sol	vergtr	NaN	NaN	NaN	0.39
734701.4276	sol	fix	1.331	0.000	1.000	0.64
734701.4276	sol	sacc	4.582	0.683	0.000	0.92
734701.4276	sol	spem	4.574	0.700	0.000	0.70
734701.4276	sol	vergst	8.094	0.028	0.371	0.63
734701.4276	sol	vergtr	6.633	0.245	0.000	0.48
734701.4483	sol	fix	0.374	0.000	1.000	1.00
734701.4483	sol	sacc	3.856	0.752	0.000	1.00
734701.4483	sol	spem	3.700	0.881	0.000	1.00
734701.4483	sol	vergst	7.823	0.049	0.146	1.00
734701.4483	sol	vergtr	7.828	0.017	0.252	0.99
734701.4578	sol	fix	0.534	0.000	1.000	1.00
734701.4578	sol	sacc	3.707	0.752	0.000	0.99
734701.4578	sol	spem	3.603	0.871	0.000	0.99
734701.4578	sol	vergst	0.617	0.127	0.000	1.00
734701.4578	sol	vergtr	0.723	0.105	0.000	1.00
734701.4734	sol	fix	0.286	0.000	1.000	1.00
734701.4734	sol	sacc	3.812	0.746	0.000	0.99
734701.4734	sol	spem	3.338	0.890	0.000	0.99
734701.4734	sol	vergst	7.353	0.037	0.155	1.00
734701.4734	sol	vergtr	5.408	0.251	0.000	1.00
734701.4802	sol	fix	0.416	0.000	1.000	0.99
734701.4802	sol	sacc	3.954	0.734	0.000	1.00
734701.4802	sol	spem	3.304	0.904	0.000	1.00
734701.4802	sol	vergst	0.537	0.097	0.000	1.00
734701.4802	sol	vergtr	0.601	0.154	0.000	1.00
734701.4917	sol	fix	0.227	0.000	1.000	1.00
734701.4917	sol	sacc	3.641	0.759	0.000	1.00
734701.4917	sol	spem	3.389	0.888	0.000	0.99
734701.4917	sol	vergst	7.294	0.062	0.040	1.00
734701.4917	sol	vergtr	4.990	0.219	0.000	1.00
734701.5051	CSM	fix	3.134	0.000	1.000	0.92
734701.5051	CSM	sacc	5.175	0.579	0.000	0.95
734701.5051	CSM	spem	5.537	0.683	0.000	0.94
734701.5051	CSM	vergst	6.766	0.074	0.006	0.76
734701.5051	CSM	vergtr	6.791	0.034	0.028	0.87
734701.5119	CSM	fix	1.427	0.000	1.000	0.92
734701.5119	CSM	sacc	4.703	0.616	0.000	0.98
734701.5119	CSM	spem	5.191	0.721	0.000	0.96
734701.5119	CSM	vergst	1.458	0.091	0.000	0.93
734701.5119	CSM	vergtr	1.518	0.126	0.158	0.97
734701.5294	CSM	fix	1.143	0.000	1.000	0.97
734701.5294	CSM	sacc	4.259	0.689	0.000	0.99
734701.5294	CSM	spem	4.777	0.765	0.000	0.96
734701.5294	CSM	vergst	6.688	0.070	0.006	0.97
734701.5294	CSM	vergtr	5.462	0.088	0.210	0.99
734701.5405	CSM	fix	1.070	0.000	1.000	0.95
734701.5405	CSM	sacc	6.136	0.539	0.000	0.75
734701.5405	CSM	spem	5.049	0.688	0.000	0.77
734701.5405	CSM	vergst	1.091	0.116	0.181	0.98
734701.5405	CSM	vergtr	1.152	0.160	0.000	0.86
734701.551 	CSM	fix	NaN	NaN	NaN	0.01
734701.551 	CSM	sacc	NaN	NaN	NaN	0.00
734701.551 	CSM	spem	NaN	NaN	NaN	0.03
734701.551 	CSM	vergst	NaN	NaN	NaN	0.00
734701.551 	CSM	vergtr	NaN	NaN	NaN	0.09
734701.559 	CSM	fix	0.659	0.000	1.000	1.00
734701.559 	CSM	sacc	5.033	0.657	0.000	1.00
734701.559 	CSM	spem	4.986	0.825	0.000	1.00
734701.559 	CSM	vergst	8.817	0.030	0.198	1.00
734701.559 	CSM	vergtr	8.824	0.050	0.001	0.81
734701.5682	CSM	fix	1.014	0.000	1.000	0.98
734701.5682	CSM	sacc	4.588	0.682	0.000	1.00
734701.5682	CSM	spem	5.352	0.789	0.000	1.00
734701.5682	CSM	vergst	1.033	0.129	0.160	1.00
734701.5682	CSM	vergtr	1.102	0.074	0.050	1.00
734701.5807	CSM	fix	0.754	0.000	1.000	0.98
734701.5807	CSM	sacc	4.423	0.712	0.000	1.00
734701.5807	CSM	spem	4.782	0.834	0.000	0.99
734701.5807	CSM	vergst	8.543	0.045	0.145	0.98
734701.5807	CSM	vergtr	6.049	0.249	0.000	0.99
734701.5902	CSM	fix	0.983	0.000	1.000	0.96
734701.5902	CSM	sacc	4.815	0.689	0.000	1.00
734701.5902	CSM	spem	5.043	0.840	0.000	1.00
734701.5902	CSM	vergst	1.053	0.096	0.001	1.00
734701.5902	CSM	vergtr	1.071	0.032	0.440	1.00
734701.5987	CSM	fix	0.722	0.000	1.000	0.98
734701.5987	CSM	sacc	4.574	0.701	0.000	0.99
734701.5987	CSM	spem	4.873	0.833	0.000	1.00
734701.5987	CSM	vergst	8.901	0.071	0.178	1.00
734701.5987	CSM	vergtr	6.223	0.152	0.000	0.99
734707.3712	sol	fix	0.265	0.000	1.000	1.00
734707.3712	sol	sacc	3.935	0.729	0.000	1.00
734707.3712	sol	spem	3.524	0.877	0.000	1.00
734707.3712	sol	vergst	7.226	0.059	0.014	1.00
734707.3712	sol	vergtr	7.226	0.009	0.492	1.00
734707.3786	sol	fix	0.434	0.000	1.000	1.00
734707.3786	sol	sacc	3.724	0.753	0.000	1.00
734707.3786	sol	spem	3.278	0.893	0.000	0.99
734707.3786	sol	vergst	0.582	0.108	0.222	1.00
734707.3786	sol	vergtr	0.615	0.086	0.303	1.00
734707.389 	sol	fix	0.300	0.000	1.000	1.00
734707.389 	sol	sacc	3.587	0.780	0.000	1.00
734707.389 	sol	spem	3.546	0.878	0.000	0.99
734707.389 	sol	vergst	7.454	0.040	0.001	1.00
734707.389 	sol	vergtr	5.523	0.249	0.000	1.00
734707.4028	sol	fix	0.436	0.000	1.000	0.99
734707.4028	sol	sacc	3.828	0.755	0.000	1.00
734707.4028	sol	spem	3.664	0.874	0.000	0.99
734707.4028	sol	vergst	0.577	0.106	0.218	1.00
734707.4028	sol	vergtr	0.614	0.078	0.052	1.00
734707.411 	sol	fix	0.356	0.000	1.000	1.00
734707.411 	sol	sacc	3.883	0.749	0.000	0.99
734707.411 	sol	spem	3.683	0.870	0.000	0.99
734707.411 	sol	vergst	7.539	0.066	0.011	1.00
734707.411 	sol	vergtr	5.610	0.194	0.000	1.00
734707.4291	sol	fix	0.814	0.000	1.000	0.96
734707.4291	sol	sacc	4.261	0.711	0.000	0.97
734707.4291	sol	spem	4.105	0.895	0.000	0.97
734707.4291	sol	vergst	8.951	0.050	0.058	0.97
734707.4291	sol	vergtr	8.951	0.025	0.066	0.97
734707.437 	sol	fix	0.562	0.000	1.000	0.98
734707.437 	sol	sacc	4.047	0.711	0.000	0.99
734707.437 	sol	spem	3.227	0.902	0.000	0.99
734707.437 	sol	vergst	0.673	0.161	0.000	0.96
734707.437 	sol	vergtr	0.756	0.139	0.000	0.97
734707.4538	sol	fix	0.433	0.000	1.000	0.96
734707.4538	sol	sacc	3.972	0.730	0.000	0.99
734707.4538	sol	spem	3.065	0.901	0.000	0.96
734707.4538	sol	vergst	7.991	0.048	0.032	0.94
734707.4538	sol	vergtr	5.531	0.252	0.000	0.96
734707.4619	sol	fix	0.557	0.000	1.000	0.92
734707.4619	sol	sacc	4.126	0.715	0.000	0.97
734707.4619	sol	spem	2.965	0.919	0.000	0.97
734707.4619	sol	vergst	0.706	0.301	0.000	0.94
734707.4619	sol	vergtr	0.732	0.066	0.019	0.95
734707.4684	sol	fix	0.409	0.000	1.000	0.93
734707.4684	sol	sacc	4.048	0.713	0.000	0.98
734707.4684	sol	spem	3.039	0.922	0.000	0.99
734707.4684	sol	vergst	8.116	0.036	0.024	0.75
734707.4684	sol	vergtr	5.373	0.207	0.000	0.87
734707.484 	CSM	fix	0.823	0.000	1.000	0.99
734707.484 	CSM	sacc	4.424	0.683	0.000	1.00
734707.484 	CSM	spem	4.785	0.797	0.000	1.00
734707.484 	CSM	vergst	7.700	0.047	0.002	1.00
734707.484 	CSM	vergtr	7.719	0.009	0.526	1.00
734707.4932	CSM	fix	1.005	0.000	1.000	0.99
734707.4932	CSM	sacc	3.924	0.713	0.000	0.97
734707.4932	CSM	spem	4.408	0.806	0.000	0.95
734707.4932	CSM	vergst	1.088	0.136	0.045	1.00
734707.4932	CSM	vergtr	1.098	0.061	0.133	1.00
734707.5118	CSM	fix	1.403	0.000	1.000	0.96
734707.5118	CSM	sacc	4.660	0.601	0.000	0.83
734707.5118	CSM	spem	4.420	0.754	0.000	0.85
734707.5118	CSM	vergst	6.708	0.070	0.080	0.96
734707.5118	CSM	vergtr	5.384	0.168	0.000	0.99
734707.5189	CSM	fix	1.512	0.000	1.000	0.22
734707.5189	CSM	sacc	4.124	0.386	0.000	0.38
734707.5189	CSM	spem	4.277	0.277	0.006	0.22
734707.5189	CSM	vergst	1.617	0.065	0.000	0.07
734707.5189	CSM	vergtr	1.572	0.086	0.000	0.14
734707.5318	CSM	fix	0.891	0.000	1.000	0.99
734707.5318	CSM	sacc	3.922	0.719	0.000	0.97
734707.5318	CSM	spem	4.081	0.811	0.000	0.93
734707.5318	CSM	vergst	7.092	0.048	0.195	0.94
734707.5318	CSM	vergtr	4.973	0.187	0.000	0.91
734707.5413	CSM	fix	1.031	0.000	1.000	0.97
734707.5413	CSM	sacc	5.581	0.434	0.000	0.98
734707.5413	CSM	spem	5.527	0.689	0.000	0.95
734707.5413	CSM	vergst	7.161	0.071	0.017	0.94
734707.5413	CSM	vergtr	7.148	0.032	0.020	0.93
734707.5494	CSM	fix	1.523	0.000	1.000	0.90
734707.5494	CSM	sacc	5.406	0.453	0.000	0.99
734707.5494	CSM	spem	6.401	0.634	0.000	0.90
734707.5494	CSM	vergst	1.539	0.102	0.008	0.95
734707.5494	CSM	vergtr	1.589	0.071	0.240	0.94
734707.558 	CSM	fix	2.069	0.000	1.000	0.92
734707.558 	CSM	sacc	5.438	0.440	0.000	0.98
734707.558 	CSM	spem	6.779	0.572	0.000	0.98
734707.558 	CSM	vergst	7.558	0.019	0.277	0.89
734707.558 	CSM	vergtr	4.834	0.184	0.000	0.88
734707.5722	CSM	fix	1.603	0.000	1.000	0.94
734707.5722	CSM	sacc	5.003	0.602	0.000	0.97
734707.5722	CSM	spem	5.074	0.756	0.000	0.96
734707.5722	CSM	vergst	1.643	0.062	0.027	0.94
734707.5722	CSM	vergtr	1.669	0.069	0.059	0.92
734707.5906	CSM	fix	1.372	0.000	1.000	0.91
734707.5906	CSM	sacc	4.741	0.616	0.000	0.97
734707.5906	CSM	spem	7.064	0.495	0.000	0.96
734707.5906	CSM	vergst	7.462	0.040	0.074	0.88
734707.5906	CSM	vergtr	5.454	0.104	0.130	0.88
734708.3585	sol	fix	0.485	0.000	1.000	0.97
734708.3585	sol	sacc	4.109	0.729	0.000	1.00
734708.3585	sol	spem	4.041	0.844	0.000	0.99
734708.3585	sol	vergst	7.459	0.043	0.101	0.99
734708.3585	sol	vergtr	7.458	0.025	0.225	1.00
734708.3643	sol	fix	0.693	0.000	1.000	1.00
734708.3643	sol	sacc	3.974	0.730	0.000	1.00
734708.3643	sol	spem	3.345	0.895	0.000	0.99
734708.3643	sol	vergst	0.774	0.179	0.000	0.99
734708.3643	sol	vergtr	0.878	0.112	0.088	1.00
734708.3723	sol	fix	0.332	0.000	1.000	1.00
734708.3723	sol	sacc	4.085	0.741	0.000	1.00
734708.3723	sol	spem	3.706	0.874	0.000	0.99
734708.3723	sol	vergst	7.801	0.055	0.107	1.00
734708.3723	sol	vergtr	5.938	0.217	0.000	0.99
734708.3894	sol	fix	0.519	0.000	1.000	0.99
734708.3894	sol	sacc	4.192	0.704	0.000	0.99
734708.3894	sol	spem	3.900	0.862	0.000	0.98
734708.3894	sol	vergst	0.640	0.189	0.000	0.98
734708.3894	sol	vergtr	0.708	0.044	0.140	1.00
734708.3974	sol	fix	0.457	0.000	1.000	0.99
734708.3974	sol	sacc	3.991	0.736	0.000	1.00
734708.3974	sol	spem	3.338	0.890	0.000	0.98
734708.3974	sol	vergst	7.352	0.105	0.000	0.99
734708.3974	sol	vergtr	5.719	0.220	0.000	0.98
734708.4121	sol	fix	0.332	0.000	1.000	0.96
734708.4121	sol	sacc	4.059	0.734	0.000	0.98
734708.4121	sol	spem	3.696	0.872	0.000	0.98
734708.4121	sol	vergst	7.842	0.047	0.025	0.97
734708.4121	sol	vergtr	7.862	0.024	0.142	0.96
734708.4205	sol	fix	2.473	0.000	1.000	0.60
734708.4205	sol	sacc	4.807	0.516	0.000	0.50
734708.4205	sol	spem	4.531	0.664	0.000	0.52
734708.4205	sol	vergst	2.434	0.145	0.000	0.54
734708.4205	sol	vergtr	2.506	0.054	0.031	0.62
734708.438 	sol	fix	0.318	0.000	1.000	0.94
734708.438 	sol	sacc	3.964	0.746	0.000	1.00
734708.438 	sol	spem	3.554	0.876	0.000	0.97
734708.438 	sol	vergst	7.647	0.029	0.223	0.96
734708.438 	sol	vergtr	5.777	0.210	0.001	0.96
734708.4448	sol	fix	0.293	0.000	1.000	0.94
734708.4448	sol	sacc	4.187	0.720	0.000	0.99
734708.4448	sol	spem	3.563	0.888	0.000	0.98
734708.4448	sol	vergst	0.448	0.128	0.001	0.98
734708.4448	sol	vergtr	0.521	0.115	0.006	0.97
734708.4524	sol	fix	0.410	0.000	1.000	0.95
734708.4524	sol	sacc	3.936	0.740	0.000	0.99
734708.4524	sol	spem	3.230	0.905	0.000	0.98
734708.4524	sol	vergst	7.846	0.032	0.032	0.97
734708.4524	sol	vergtr	5.766	0.190	0.001	0.95
734708.4666	CSM	fix	0.567	0.000	1.000	0.99
734708.4666	CSM	sacc	5.108	0.528	0.000	0.99
734708.4666	CSM	spem	4.845	0.748	0.000	0.99
734708.4666	CSM	vergst	6.335	0.036	0.027	0.97
734708.4666	CSM	vergtr	6.350	0.058	0.017	0.99
734708.4751	CSM	fix	0.978	0.000	1.000	0.95
734708.4751	CSM	sacc	4.446	0.617	0.000	0.98
734708.4751	CSM	spem	4.281	0.786	0.000	0.94
734708.4751	CSM	vergst	1.095	0.154	0.001	0.96
734708.4751	CSM	vergtr	1.087	0.116	0.002	0.97
734708.4834	CSM	fix	0.631	0.000	1.000	0.99
734708.4834	CSM	sacc	4.851	0.567	0.000	0.99
734708.4834	CSM	spem	4.124	0.833	0.000	0.98
734708.4834	CSM	vergst	6.269	0.051	0.039	0.99
734708.4834	CSM	vergtr	4.917	0.154	0.000	0.99
734708.4998	CSM	fix	0.839	0.000	1.000	0.98
734708.4998	CSM	sacc	4.784	0.582	0.000	0.99
734708.4998	CSM	spem	4.309	0.803	0.000	0.97
734708.4998	CSM	vergst	0.959	0.093	0.000	0.99
734708.4998	CSM	vergtr	0.959	0.049	0.004	0.97
734708.5117	CSM	fix	1.895	0.000	1.000	0.56
734708.5117	CSM	sacc	5.756	0.390	0.000	0.59
734708.5117	CSM	spem	4.606	0.740	0.000	0.78
734708.5117	CSM	vergst	6.462	0.074	0.175	0.73
734708.5117	CSM	vergtr	5.578	0.119	0.000	0.36
734708.5221	CSM	fix	0.777	0.000	1.000	0.89
734708.5221	CSM	sacc	4.414	0.676	0.000	0.95
734708.5221	CSM	spem	4.376	0.853	0.000	0.95
734708.5221	CSM	vergst	8.732	0.048	0.180	0.93
734708.5221	CSM	vergtr	8.754	0.018	0.283	0.88
734708.5298	CSM	fix	0.910	0.000	1.000	0.92
734708.5298	CSM	sacc	4.451	0.620	0.000	0.84
734708.5298	CSM	spem	4.843	0.833	0.000	0.85
734708.5298	CSM	vergst	0.980	0.115	0.003	0.94
734708.5298	CSM	vergtr	0.988	0.052	0.116	0.93
734708.5465	CSM	fix	0.616	0.000	1.000	0.89
734708.5465	CSM	sacc	4.404	0.582	0.000	0.75
734708.5465	CSM	spem	4.993	0.793	0.000	0.80
734708.5465	CSM	vergst	9.546	0.030	0.028	0.92
734708.5465	CSM	vergtr	5.300	0.154	0.000	0.95
734708.5543	CSM	fix	0.659	0.000	1.000	0.81
734708.5543	CSM	sacc	4.575	0.603	0.000	0.69
734708.5543	CSM	spem	4.971	0.833	0.000	0.84
734708.5543	CSM	vergst	0.750	0.097	0.009	0.91
734708.5543	CSM	vergtr	0.826	0.126	0.000	0.77
734708.5654	CSM	fix	0.961	0.000	1.000	0.91
734708.5654	CSM	sacc	4.339	0.651	0.000	0.87
734708.5654	CSM	spem	4.647	0.802	0.000	0.76
734708.5654	CSM	vergst	9.125	0.067	0.201	0.91
734708.5654	CSM	vergtr	5.472	0.219	0.000	0.87
